medallion,hack_license,date,payment_type,fare_amount,tip_amount,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
C1E3CC62D54A5726440D44CF64F1F3D2,D51BD17B00E61AB406045DC247CB7338,2013-08-08,CRD,9.5,2.5,40.758099,-74.000786,40.752048,-73.98201
E21D302C8F9C748BC3AFCEDE461EE2A5,10F79B447AF84B032839C956277C76AB,2013-02-14,CRD,8,1.7,40.718498,-73.985359,40.690933,-73.989449
F34200575D6EF2E031298323EF7FB020,30737881DD1D52985D713F4852B512E4,2013-12-21,CSH,29.5,0,40.753532,-73.90519,40.653366,-74.005562
8A7B476296423066E8D807C00A5A279C,6968C582D46827AE3B590EEA1BCB15AF,2013-01-19,CSH,8,0,40.722424,-73.987282,40.725163,-73.978012
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-07-07,CSH,16,0,40.729134,-73.988808,40.726509,-74.001251
0A2237223D77AF890AED9B545439A294,DC00F9C1568D6ADC28927A33D4E5738A,2013-04-14,CSH,19,0,40.738556,-73.999771,40.734074,-73.980515
2448B617F670608F520543E8137F0A53,2A3EDEA12F2B01783ED5403555B33BDD,2013-10-05,CSH,2.5,0,40.747303,-73.989532,40.758026,-73.992104
B8A19B0003386C41E2D26C3EB6B1BF30,650BF4F26F59759F8959FCA4A9A93257,2013-05-22,CRD,5,0,40.718578,-73.987854,40.741577,-73.978279
C6EC85D55BE7FE927DF8784056039341,0807E63B4EB0C9981E0ED3C1033F322B,2013-01-06,CSH,7,0,40.756725,-73.986343,40.75087,-73.990562
826B5B29ABAF28C2DA0CB123D77F0B3D,C981BF8CD724DB2F1E08A10E6FE27088,2013-01-25,CSH,18.5,0,40.741985,-74.004181,40.726246,-73.949478
29C196ABBB5CA4F50AE69C71A546B1D1,4514E2EE5AF8FF8CE5D4A6EB69740B89,2013-07-21,CRD,32,0,40.727081,-73.988739,40.748306,-73.988724
77F408023EE3782362F9105AF553CCE0,EBBECE7AC6EB283C9E717F08FA561EC6,2013-07-14,CSH,16,0,40.732651,-73.987564,40.745529,-73.977539
F5A57F6164424A59CB989A3FFA6FFC1D,63ED4880FB74BBC03B4A525C2E5A4A11,2013-05-26,CSH,33,0,40.787045,-73.977692,40.787045,-73.977692
E21D302C8F9C748BC3AFCEDE461EE2A5,10F79B447AF84B032839C956277C76AB,2013-04-06,CSH,6,0,40.731964,-73.987984,40.784386,-73.954033
09AA25B5E27329C479EF80FD0F3BD87F,DA3B1126617F3CB9BE5F9153C58FDD74,2013-05-25,CSH,52,0,40.757858,-73.992966,40.684925,-73.979698
818B2426C5493017D5CFE68EFD34617E,ACECB0B77058B5DF6A3F232C3F8BF32A,2013-05-12,CRD,9,1,40.733047,-73.987312,40.719448,-74.00177
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-07-06,CSH,7.5,0,40.748741,-73.990944,40.758217,-73.993164
9DB4AC73150E7F60ED7835C130B8040A,B1E973A019755AB9EBBBB8289C4EA504,2013-10-24,CRD,10.5,3.15,40.796841,-73.937988,40.745899,-73.90023
61CCE02B809181BA274D6861C384074E,39DA6888D43438021FD574D4FA2B640B,2013-09-10,CRD,8.5,0,40.761402,-73.963768,40.829475,-73.94088
255EA147A9B3996763D54DBA7B50E743,22E788404722476497038D5B3A554903,2013-12-02,CRD,7.5,1.6,40.75779,-73.98938,40.735855,-73.955177
7AB9B06837BF31233311F042360B1A82,9E6B7BE743D795C877043D371979C40D,2013-08-30,CRD,43,13.05,40.728779,-73.987465,40.76358,-73.996841
824FEDB8C33D7EBA39F1F01EE3788CDE,71E4C09DFAABF4B87C32C871403C19E3,2013-08-29,CRD,12,2.5,40.764263,-73.966675,40.745914,-73.970642
A22D85427AA6390A1B6D726DFC2F96F0,127CB9FE871721485D7ECDD96C6EEC86,2013-06-03,CSH,15,0,40.755508,-73.921768,40.741531,-74.001022
873562ABA9FEBB12CFEA925E0CCB8077,4BBC785E233250DDC828A76B34047F2D,2013-03-30,CSH,16.5,0,40.717949,-73.957611,40.833282,-73.945305
BCF07D2F69DB29C27DA7CCF5DE6B4843,0A87955DEBF2CB6BBC96AA8849FBC272,2013-04-28,CSH,7.5,0,40.743748,-73.992256,40.747898,-73.985046
D4736D957467F1E98399834728B57A0D,A52BC9D17D265F8ADB7B1C887357F136,2013-12-06,CRD,4.5,0.5,40.730968,-73.999664,40.677578,-73.944206
39A60F14324688F6BB35EE079D492156,DC4C0C159B7F7D45C6D5A472BA57C57A,2013-03-17,CRD,9.5,2,40.72094,-73.981743,40.787666,-73.976959
7A69E35CB830CACE1D5664239386F42C,D4300F675FC28E87B8DFC867C4BD2E65,2013-02-22,CSH,20,0,40.756344,-73.997818,40.812443,-73.957001
9595288C0CF412BCE5857203D6841A87,D3C55D291DACA10AF60878FECF5942EE,2013-01-05,CSH,3.5,0,40.749653,-73.976707,40.740742,-73.998161
02563784A67816C40791683B705037A9,4C81952D212A7E43109912C6ACC5A92F,2013-10-23,CSH,6,0,40.742641,-73.9123,40.762001,-73.96579
50CD625534510FDABADA4432FE9E6AB5,0DBF135F25773B9D43170343F492572F,2013-02-17,CSH,21.5,0,40.774139,-73.873085,40.750301,-73.983383
F34200575D6EF2E031298323EF7FB020,30737881DD1D52985D713F4852B512E4,2013-05-01,CRD,16.5,1,40.789223,-73.970253,40.747421,-74.009712
11255D0D604A3A006072C57DE81D7ED2,94FC7FEE99E870C6070A1C9D243B870E,2013-12-27,CRD,14,2.8,40.766666,-73.986679,40.732239,-74.008698
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-08-18,CRD,9.5,1.9,40.763489,-73.962105,40.761185,-73.972778
8521BB0C99BD08A01B290EDF6C55B02E,0F09747CA39D1C04C0217954ECD2944D,2013-02-02,CRD,6,1,40.717495,-74.015175,40.733356,-73.987267
8F992E801892B31EC9E7118DCD54056A,980C7AEB3FD36663AB02A5195DC747DC,2013-03-17,CSH,4,0,40.75238,-73.924904,40.751125,-73.973701
0575F6CEBFCDFDC503DDA925EA257CDD,859CD7EBAA4462844E4EF47A007817BF,2013-08-22,CSH,7,0,40.765186,-73.975189,40.750256,-73.991562
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-08-30,CRD,4.5,0.9,40.757778,-73.989281,40.764008,-73.97406
4883050E1B70AC55138DB4B04D74E5BC,4328B3B524DF4044FFDC927A7D955A6F,2013-02-19,CSH,7,0,40.688301,-73.989471,40.590904,-73.937187
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-10-04,CRD,5,1,40.762623,-73.986649,40.710129,-74.010391
D8CF1B054D38736E4A4CCDADA52D9119,86ECD420D3B13FB442A10F3B386904C6,2013-11-05,CSH,3.5,0,40.731552,-73.98246,40.756279,-73.972725
A7C76FF488E0BCCABEABC173FB8FB5DB,AEF09F1C41CD703EA50FD5C27EF46876,2013-07-30,CRD,6.5,1.3,0,0,0,0
BB5C2A4BEC44B1DDF15579EFD0DB6443,A46B5C147F5F3526D4C6164CCC2D606B,2013-03-02,CRD,7,0.5,40.750027,-73.987823,40.746437,-73.979408
C67E4F9B7A376BBC3228DE494BF000B6,83AD9804A373B417E7E5FD2E3AB70606,2013-07-25,CSH,13,0,40.76836,-73.982384,40.775871,-73.98687
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-09-04,CRD,8.5,1.7,40.743942,-74.005974,40.761307,-73.991508
220B7B6333A7EBF2119BAF0CCCB033BA,BE4A32AB4417F699663FE0FB60334C8F,2013-02-27,CRD,6,1.5,40.741886,-73.97802,40.749214,-74.008362
A22D85427AA6390A1B6D726DFC2F96F0,127CB9FE871721485D7ECDD96C6EEC86,2013-02-27,CSH,7,0,40.764496,-73.9617,40.687485,-73.990196
9595288C0CF412BCE5857203D6841A87,D3C55D291DACA10AF60878FECF5942EE,2013-05-03,CRD,10,2.5,40.772114,-73.956055,40.782322,-73.952477
F34200575D6EF2E031298323EF7FB020,30737881DD1D52985D713F4852B512E4,2013-03-17,CRD,7,2.1,40.763672,-73.988808,40.75827,-74.000587
F6FB94FA6DF44CA264F18A198C85C9DF,278CA237216238238702455FCCC4966E,2013-07-12,CSH,13.5,0,40.792545,-73.964165,40.805767,-73.946869
D482364CBE57151D61F8144C0CA60F46,93CE1D6D2A642A8A95A80B4572BCA997,2013-10-26,CRD,20,4,40.772881,-73.989578,40.789406,-73.97377
7A891113517E79D24A15A22D804F30AD,245B147E0AD3325D4B0DCECF9364058B,2013-01-22,CSH,5,0,40.71492,-74.016403,40.768944,-73.9552
1BB00587A20622BD7E103A04B903BB66,3613DC1E028892D9EA32F1814A939F63,2013-03-09,CSH,9,0,40.782753,-73.97345,40.775978,-73.960258
2483C9B65BA549DCFB311B58CDC40BE7,71118EE0778BB3F5D0D7FDA95C450B90,2013-08-30,CRD,6.5,1,40.790913,-73.965164,40.793652,-73.936905
47F4D439685D0369045661915B4072B7,BFF5BD616466C9867CA59C592B1280D3,2013-01-24,CSH,5,0,40.761032,-73.971695,40.750629,-73.990913
3FE110D179F3BA5DBA2356305C7A629A,05BF40BF619B29206C6CBADD0CCBE834,2013-09-26,CSH,22.5,0,40.752949,-73.966576,40.756088,-73.9888
399DB6E048D813564DA0358503474A2C,9015F342D315C98B96F4E5CE6E537485,2013-07-16,CSH,12,0,40.798248,-73.971146,40.776604,-73.985527
4C1FCE764ABE7E995320E72C84B3138A,70137452B4020E4464411CE35B3C55D4,2013-02-08,CSH,10,0,40.765266,-73.980347,40.731468,-74.00058
3FE110D179F3BA5DBA2356305C7A629A,05BF40BF619B29206C6CBADD0CCBE834,2013-12-11,CSH,6,0,40.752869,-73.975441,40.768543,-73.955421
3309C87E40CD25B5E7EEBF21C6047D40,2D040A862604FC93282BE171152ABBFE,2013-02-02,CRD,27,5.4,40.763023,-73.974571,40.701862,-74.010887
3A73CCB34FF773615F0F9B5EF6CD136D,8FB292D95A88FE9C8C0F3D3DA7F19344,2013-05-08,CSH,8,0,0,0,0,0
95B715EA4F75E724331990880E47CD4C,3DFC5559E9F1604C3549D0B0E635A79B,2013-11-05,CRD,4.5,0.9,40.789757,-73.977165,40.799755,-73.97007
34C92AD3B8DDC22D792DFE7A412DD341,5155FDB66105CBA316A8BDFE7F23428C,2013-11-06,CRD,11,2.2,40.77758,-73.989105,40.779099,-73.981384
F7B63A1A3E8CF3E6D276147F5BF712F2,A997C452E2CD480AB2368A1AAD5BAD5E,2013-10-17,CRD,19,3.8,40.726585,-73.983177,40.724789,-73.997299
C1E3CC62D54A5726440D44CF64F1F3D2,D51BD17B00E61AB406045DC247CB7338,2013-04-03,CSH,21.5,0,40.748035,-73.995316,40.786877,-73.977531
4C1FCE764ABE7E995320E72C84B3138A,70137452B4020E4464411CE35B3C55D4,2013-10-31,CSH,5,0,40.743977,-74.006775,40.739819,-73.982262
1BB00587A20622BD7E103A04B903BB66,3613DC1E028892D9EA32F1814A939F63,2013-07-18,CSH,9.5,0,40.720497,-73.986259,40.725101,-73.978096
26A1BAACBEDDFF0733FDAFEA52561C5D,E6FB66A6D43437C014E813564C6B9FBB,2013-04-22,CSH,52,0,40.761822,-73.982079,40.775379,-73.953819
BB5C2A4BEC44B1DDF15579EFD0DB6443,A46B5C147F5F3526D4C6164CCC2D606B,2013-08-31,CRD,12.5,2.5,40.719368,-73.986877,40.741459,-73.975136
BCF07D2F69DB29C27DA7CCF5DE6B4843,0A87955DEBF2CB6BBC96AA8849FBC272,2013-04-13,CSH,8.5,0,40.729683,-73.978539,40.578598,-73.97226
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-10-14,CRD,6.5,0,40.738018,-73.993263,40.738163,-73.998863
7AB9B06837BF31233311F042360B1A82,9E6B7BE743D795C877043D371979C40D,2013-08-09,CRD,14,2.8,40.720734,-73.997704,40.785038,-73.9832
7A891113517E79D24A15A22D804F30AD,245B147E0AD3325D4B0DCECF9364058B,2013-10-02,CSH,16.5,0,40.731556,-73.989204,40.746914,-73.991158
399DB6E048D813564DA0358503474A2C,9015F342D315C98B96F4E5CE6E537485,2013-03-25,CRD,32.5,4,40.720367,-73.987991,40.731556,-74.00103
E8AF4605959B2B81BDFAB0E0DB8B4186,7841355D9AC54B186BC590A48BF487BB,2013-09-04,CRD,20,4,40.728565,-74.002632,40.647762,-73.957626
60DC999A38D953EE86AB81C23C9480E8,9950999AEBE36F097D9A61C0F819A90C,2013-10-18,CRD,6.5,1,40.715176,-73.992424,40.715176,-73.944565
49ADB4AB6C594725DE9A363F9A940303,46F508ECB676D1AD4B711B44ABCAAE2D,2013-05-27,CSH,8,0,40.722717,-73.982796,40.743031,-73.951172
F5A57F6164424A59CB989A3FFA6FFC1D,63ED4880FB74BBC03B4A525C2E5A4A11,2013-01-21,CRD,12,3,40.720615,-73.997093,40.768795,-73.955002
824FEDB8C33D7EBA39F1F01EE3788CDE,71E4C09DFAABF4B87C32C871403C19E3,2013-08-30,CSH,10,0,40.720879,-73.987007,40.695953,-73.984718
BC5DE7E599F39CC43AF3877C436B688E,1AEA9AC5ADEF0534C3DCA79FD0CE8A43,2013-12-12,CRD,5.5,1,40.764671,-73.988068,40.759277,-73.991997
756B122A596AC264676498AC73A71587,9DE205B4EC453C5DD21C0BA4F77B910E,2013-09-01,CRD,9.5,1,40.722099,-73.988159,40.748631,-73.970024
C94E174228E57BC75B262DB950CCF547,ACC50718DB2DCA4C17D27869E398C175,2013-08-05,CSH,7,0,40.761654,-73.986496,40.75753,-73.915955
8766C801F1DA47BF918956E536CE80AC,5141161018392F216059E529BB106BCC,2013-12-05,CRD,8.5,2.55,40.721127,-73.997536,40.724781,-73.984474
D796EED505FE96C591232180B593A21B,AE57A5982D629C19D54F8034E4DE40C5,2013-05-31,CRD,4.5,1,40.726418,-74.005402,40.645294,-73.995796
47F4D439685D0369045661915B4072B7,BFF5BD616466C9867CA59C592B1280D3,2013-12-19,CRD,5.5,1.1,0,0,0,0
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-10-19,CSH,29,0,40.766071,-73.99086,40.762959,-73.956543
49ADB4AB6C594725DE9A363F9A940303,46F508ECB676D1AD4B711B44ABCAAE2D,2013-10-31,CSH,3.5,0,40.755474,-73.986328,40.717033,-73.994301
9DB4AC73150E7F60ED7835C130B8040A,B1E973A019755AB9EBBBB8289C4EA504,2013-12-28,CSH,3,0,40.742859,-74.004158,40.723705,-73.988235
1BB00587A20622BD7E103A04B903BB66,3613DC1E028892D9EA32F1814A939F63,2013-04-21,CSH,8,0,40.850094,-73.910599,40.848709,-73.9114
11255D0D604A3A006072C57DE81D7ED2,94FC7FEE99E870C6070A1C9D243B870E,2013-04-30,CRD,7,1.4,40.722816,-73.982964,40.818024,-73.888741
5E6CD4FACD827EA5EDFEB765BED2EF1B,29897DA8543AF28A86CDFD97594F16D4,2013-03-26,CRD,5,1,40.752728,-73.96785,40.740593,-73.978867
B16DF0B4526AA90C82ACB7AFFB70FE37,6C4155B3794F73BE02AAF2A156A4B3CF,2013-04-12,CSH,8,0,40.75602,-73.964767,40.750534,-73.944054
399DB6E048D813564DA0358503474A2C,9015F342D315C98B96F4E5CE6E537485,2013-03-14,CSH,5,0,40.728863,-73.984245,40.838978,-73.706665
31AC977B959A6598F283D647DE8DC456,8E7E96BEF7F3FA51525F8A39877C620A,2013-07-31,CRD,6,0,40.713951,-73.997574,40.787308,-73.975319
141953A3B4441DB5316B5F1E7356879D,192D84986897F4F9C9FB050937885AE8,2013-09-19,CSH,19.5,0,40.739845,-74.002312,40.818306,-73.914581
DF56F06997C361D7B93D01DD914B9AA5,F1005F766AF0339F52A6C2082B4F4900,2013-08-16,CRD,17.5,3.6,40.759727,-73.996284,40.746223,-73.956718
3C7D5F9AFFC4A013B4D9AE151224D74F,CFD973166B3D71A0A921F82621348B6A,2013-11-13,CSH,14.5,0,40.722717,-73.988647,40.785267,-73.949203
7A891113517E79D24A15A22D804F30AD,245B147E0AD3325D4B0DCECF9364058B,2013-05-07,CSH,6,0,40.721333,-73.992294,40.706661,-74.013779
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-10-11,CSH,12,0,40.734676,-73.990829,40.707012,-74.017494
A0D85C6CA7DE4BAE1434205FB1EE0EF7,BD8354F326F65DE3FDAB89C51D1FF542,2013-08-24,CRD,5,1.5,40.764191,-73.980919,40.757893,-73.783913
E21D302C8F9C748BC3AFCEDE461EE2A5,10F79B447AF84B032839C956277C76AB,2013-09-25,CRD,7.5,1.5,40.701202,-73.9897,40.756142,-73.984467
C7766420CD34F454C298C4F1F2E471AD,B3FAFA63916F7828685025F1814D9C16,2013-01-16,CSH,5.5,0,40.748672,-73.986656,40.804047,-73.966736
F2E4391C54D6C591768960222E87B517,D7F67398180E9AEE6D0A656CD36930FD,2013-07-12,CSH,19.5,0,40.728523,-73.999863,40.728096,-73.990829
4E3990905773052A3561485012CE663D,306BAFAA3D99FEF24B2F013A3F489A33,2013-02-14,CSH,7.5,0,40.717781,-73.957748,40.696384,-73.909714
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-11-06,CRD,9.5,2.38,40.749767,-73.991264,40.691792,-73.948341
7A891113517E79D24A15A22D804F30AD,245B147E0AD3325D4B0DCECF9364058B,2013-11-24,CSH,8,0,40.718983,-73.956451,40.728016,-73.953125
E2052E0B9C4B42D2B3A20E9127EB2820,8505CEE2CDDFEFB16B3EE60992894327,2013-10-30,CSH,6,0,40.747696,-73.973564,40.723438,-73.990509
BAC9A2DBADA78AC18F03E97307626272,5319B2B3DE17C004D09DDC5324D85DD3,2013-01-25,CRD,9.5,2,40.728436,-73.978737,40.695812,-73.96949
49ADB4AB6C594725DE9A363F9A940303,46F508ECB676D1AD4B711B44ABCAAE2D,2013-03-16,CRD,4.5,1,40.773697,-73.951775,40.741711,-73.978111
9EF7373C30DB1FEB1335B4D8854614EA,7114F24CE3D2BEA21ED46C12361BED87,2013-05-23,CRD,5.5,1,40.741638,-73.989525,40.632107,-74.01313
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-07-18,CRD,21,4.3,40.780205,-73.946854,40.751308,-73.970963
E402DC545C585EED1F5E45B80D03578F,A1964E9893A02FB0E780A01B019D2D28,2013-12-16,CRD,8,1.7,40.765903,-73.991081,40.795078,-73.973389
8766C801F1DA47BF918956E536CE80AC,5141161018392F216059E529BB106BCC,2013-11-21,CRD,9.5,2.1,40.779621,-73.977158,40.759926,-73.99147
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-11-22,CRD,10,3.15,40.720432,-74.005074,40.749077,-73.991119
824FEDB8C33D7EBA39F1F01EE3788CDE,71E4C09DFAABF4B87C32C871403C19E3,2013-07-17,CRD,5,1,40.77211,-73.922272,40.76741,-73.95726
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-06-10,CRD,27.5,3,40.799171,-73.962692,40.806011,-73.941307
DDE6F0B0832FA5CCE8491924E360FB45,6EC85A5DEC7ABA1BF30E2C6328FA4322,2013-11-09,CRD,16.5,2,40.738823,-73.98735,40.734066,-73.998604
60DC999A38D953EE86AB81C23C9480E8,9950999AEBE36F097D9A61C0F819A90C,2013-10-19,CRD,8,1.8,40.741936,-74.004639,40.717194,-74.004013
C0A02B17EF710C378A4138B0626010B0,C82D2AC39481995672BF63CA0407F9D6,2013-05-06,CRD,6.5,1.8,40.773914,-73.87352,40.73822,-73.987877
D6B4EA09D5D8C0834DFD13CEAA59FC65,88E24873ACB7E02EC9CCD4E2AB2BB251,2013-09-08,CRD,6,1,40.730824,-73.982918,40.720379,-73.996658
CAAF13F61C8CBFC721BA2C754F2639AA,8F1C063CA953BFD1C73574C385EB435F,2013-10-30,CRD,34.5,3,40.750538,-74.002098,40.750027,-73.990265
E2052E0B9C4B42D2B3A20E9127EB2820,8505CEE2CDDFEFB16B3EE60992894327,2013-05-13,CRD,6.5,1,40.738075,-73.980843,40.733753,-73.983971
09D0AF7E35C3B23060840634792F90F1,84AC43D51409C1E6BC8D8140E5E8345E,2013-11-10,CRD,5,1.1,40.756989,-73.989853,40.779556,-73.981003
399DB6E048D813564DA0358503474A2C,9015F342D315C98B96F4E5CE6E537485,2013-12-12,CRD,9,2,40.721203,-73.987762,40.724781,-73.984444
38B1B16918FC30AC405899CECE26CB75,3CA97D8C139F9DB7254BBFBA4ADCCB70,2013-03-29,CRD,6.5,1,0,0,0,0
4C1FCE764ABE7E995320E72C84B3138A,70137452B4020E4464411CE35B3C55D4,2013-04-06,CRD,10.5,3.6,40.744217,-74.006645,40.761055,-73.979935
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-03-13,CRD,7.5,1,40.726501,-73.983284,40.790916,-73.976791
E5C4E648BEFADFF31B1A037E40E4AC44,0F4E0E43F76D69BC48570DA0F698CCD1,2013-07-11,CRD,30,5,40.723362,-73.989807,40.770603,-73.953819
38B1B16918FC30AC405899CECE26CB75,3CA97D8C139F9DB7254BBFBA4ADCCB70,2013-11-05,CRD,18,3,40.723694,-74.0047,40.738861,-73.858612
0E3841C1B577163D9741C5D01354711A,93B02DBF5C3ABB314F58EC697AAD2CE5,2013-10-25,CRD,17.5,4.85,0,0,0,0
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-08-11,CRD,9.5,2.75,40.754047,-73.993927,40.772057,-73.87085
826B5B29ABAF28C2DA0CB123D77F0B3D,C981BF8CD724DB2F1E08A10E6FE27088,2013-10-17,CRD,26,5.4,40.764267,-73.988434,40.753883,-73.997375
D4736D957467F1E98399834728B57A0D,A52BC9D17D265F8ADB7B1C887357F136,2013-08-13,CRD,9,2,40.729473,-73.989845,40.7565,-73.99395
2483C9B65BA549DCFB311B58CDC40BE7,71118EE0778BB3F5D0D7FDA95C450B90,2013-02-08,CRD,11,1,40.726269,-73.991592,40.756935,-73.984444
CBD99435DF61EFBB71806A7AB020020C,BCD481CE8332F9D76E3B7848E1E7BE39,2013-10-22,CRD,6.5,1.87,40.732014,-73.984093,40.749119,-73.972534
CDBCE4FF86DE39466492CD7C10B9408F,48277A04A6A0653B8A32A43FAA24629B,2013-05-02,CRD,7,1,40.746788,-73.974487,40.755291,-73.994904
BAC9A2DBADA78AC18F03E97307626272,5319B2B3DE17C004D09DDC5324D85DD3,2013-06-13,CRD,4.5,2,40.777119,-73.952225,40.76099,-73.998665
C9196B6E63193C3AFDA9CE058CF8AB11,EDF50E70E3047BFF0659EB9C14AA3C96,2013-11-17,CRD,12.5,2.7,40.719761,-74.003761,40.730534,-73.980499
493E7E2C8EFBF7BA962F9BE5793596AE,3442D3F3F243253EDE843C199FF425EE,2013-03-21,CRD,11.5,2.4,40.761196,-73.977654,40.688328,-73.993034
E01081D28253BCD018CF265EA16AD141,19C7844C1235497A55B8B593BE795BC1,2013-08-17,CRD,10,1,40.731972,-73.988144,40.765923,-73.988937
D8CF1B054D38736E4A4CCDADA52D9119,86ECD420D3B13FB442A10F3B386904C6,2013-04-16,CRD,9,2,40.762791,-73.996902,40.775288,-73.904655
AB30CC1A64994AB143F4D1B012FE9AE4,45884F275E3DFDB4106B884CF505C500,2013-02-22,CRD,14,2,40.77956,-73.961746,40.733135,-73.995758
BCF07D2F69DB29C27DA7CCF5DE6B4843,0A87955DEBF2CB6BBC96AA8849FBC272,2013-02-07,CRD,11.5,1.5,40.74292,-74.000191,40.72554,-73.997826
67B44A9A749E0712A0828BEC6D2A18C8,EE859FD5B8996BD966326D904E043771,2013-12-05,CRD,11,2,40.717926,-74.005791,40.734604,-73.989807
EB378B2D916503E5EF983C53F3D27E34,4F7E17B8A79E2AAED8A2DF1578B660E7,2013-03-08,CRD,14.5,1,0,0,0,0
9F43C6D3C1DABB937550371A9331D33B,569605D17560800FC9CB0F5E34CDE7EB,2013-08-25,CRD,52,0,40.757286,-73.989616,40.761314,-73.980301
F34200575D6EF2E031298323EF7FB020,30737881DD1D52985D713F4852B512E4,2013-09-08,CRD,11.5,2.5,40.737068,-73.98877,40.706451,-74.006744
60DC999A38D953EE86AB81C23C9480E8,9950999AEBE36F097D9A61C0F819A90C,2013-04-11,CRD,30,8.95,40.745872,-74.000038,40.755554,-74.001396
1BB00587A20622BD7E103A04B903BB66,3613DC1E028892D9EA32F1814A939F63,2013-07-02,CRD,7.5,1.8,40.769547,-73.910126,40.694088,-73.940994
11255D0D604A3A006072C57DE81D7ED2,94FC7FEE99E870C6070A1C9D243B870E,2013-11-20,CRD,5.5,1,40.756252,-73.987053,40.750313,-73.991173
F0081D9560C07C7B3D1AB2747F59FAEE,19E82A0CB56D24A40F2B47B0C3D02E8C,2013-01-12,CRD,10,2.3,40.769798,-73.863625,40.754642,-73.980293
1FE5ECB5BEC80518C68ADDE7DFEE69C7,E329F35933B0A9B1F14C2E1FD1B7EBF6,2013-10-28,CRD,7,2,40.749912,-73.991577,40.751556,-73.980255
F0081D9560C07C7B3D1AB2747F59FAEE,19E82A0CB56D24A40F2B47B0C3D02E8C,2013-12-21,CRD,15.5,3.3,40.795578,-73.961891,40.775257,-73.965866
080BF09AD2886BCA48E1021A7219FE45,290528A2BD570924D69E0F045617BD0E,2013-10-21,CRD,14.5,3.1,40.7822,-73.955894,40.77153,-73.96357
9DB4AC73150E7F60ED7835C130B8040A,B1E973A019755AB9EBBBB8289C4EA504,2013-07-05,CRD,28.5,7.25,40.753052,-73.977745,40.775436,-73.904945
69240010A967D4DA76DADD46365FBD44,86C333D273C2F323F57981882186F81C,2013-03-28,CRD,14.5,2,40.794243,-73.951019,40.776901,-73.960518
E8AF4605959B2B81BDFAB0E0DB8B4186,7841355D9AC54B186BC590A48BF487BB,2013-02-27,CRD,52,7,40.7813,-73.972267,40.7813,-73.972267
E2F0312A7779EABB453190E1A93F1456,638D387D42863D55556E1AD4C55F059E,2013-08-08,CRD,30,6.2,40.762566,-73.983078,40.756153,-74.002937
83D59E3D62B6E461BEF2304817CF6992,1107A7FF45B4694AB9A241E57354D349,2013-12-23,CRD,8,1.8,40.777126,-73.982597,40.768379,-73.967163
818B2426C5493017D5CFE68EFD34617E,ACECB0B77058B5DF6A3F232C3F8BF32A,2013-11-21,CRD,12.5,2,40.772568,-73.958939,40.763763,-73.967224
D15358FDE0B2CA330A22C88389AAC3A0,D6FDE56227BCBDF00BBFA4C5BB13364A,2013-04-09,CRD,14.5,3.1,40.728497,-73.999786,40.724926,-73.994179
5C8B0F8EEC4A67E2863BC312AD58753E,B6E27B6C6E8349D070A1B2C5B8925D13,2013-03-24,CRD,5.5,1.3,40.766472,-73.982574,40.8064,-73.940147
E3299902117B8FBFB0D4776FF642D050,CF83A0F0C29D73ED660EE769F9F47C07,2013-06-06,CRD,4.5,1.5,40.759964,-73.996384,40.75235,-73.97831
1D6929A74C48B5DA49C14488451C2237,5C5AF8EB90FE862189948A77CF6DC8DB,2013-05-07,CRD,15,3.87,40.727821,-73.9851,40.738827,-73.987083
F7B63A1A3E8CF3E6D276147F5BF712F2,A997C452E2CD480AB2368A1AAD5BAD5E,2013-11-19,CRD,12.5,2.6,40.770737,-73.951248,40.764332,-73.998306
40A21AEA612376C62D1CB5308D4A4E58,6D12283908723BAF8EEAD054294B1971,2013-04-24,CRD,11.5,1,40.725719,-74.003815,40.775536,-73.922874
9F43C6D3C1DABB937550371A9331D33B,569605D17560800FC9CB0F5E34CDE7EB,2013-03-10,CRD,4,1.1,40.742283,-74.004288,40.723995,-73.984222
